gov1,gov2,boundary,profits,strat1,strat2,govexp1,govexp2,govpop1,govpop2,govinfluence1,govinfluence2
0.0,4613.4473871859,0.5,0.0,"292.3063477,3.551292258,583.2918017,0.578694524","353.197233,3.256149152,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2627.037900681645,6255.685996323322,0.5,-7.143154683921678e-13,"292.3063477,3.551292258,583.2918017,0.324316548","353.197233,3.256149152,494.2652862,0.578694524",354.08286875632103,1197.414719782171,1,1,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"292.3063477,3.551292258,583.2918017,0.578694524","353.197233,3.256149152,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
0.0,11375.560931263264,0.5,0.0,"292.3063477,3.551292258,366.12148,0.324316548","353.197233,4.21479788,494.2652862,0.578694524",undefined,1536.550152938172,0,1,0.33115427715290885,1.0
5149.518541353179,2769.463704828507,0.5,0.0,"292.3063477,3.551292258,366.12148,0.578694524","353.197233,4.21479788,494.2652862,0.324316548",695.0262282410665,529.4481148552773,1,1,1.0,1.0
1257.9979934223788,11996.862077835609,0.5,0.0,"292.3063477,3.551292258,366.12148,0.324316548","353.197233,4.21479788,583.2918017,0.578694524",239.8485037878872,1620.5264169176278,1,1,1.0,1.0
5149.518541353179,2920.705485123021,0.5,0.0,"292.3063477,3.551292258,366.12148,0.578694524","353.197233,4.21479788,583.2918017,0.324316548",695.0262282410665,558.4263182110674,1,1,1.0,1.0
2493.109944544914,5723.048830087061,0.5,-7.143154683921678e-13,"292.3063477,3.551292258,494.2652862,0.324316548","353.197233,4.21479788,366.12148,0.578694524",335.98090731489384,1095.3604587969471,1,1,1.0,1.0
5621.773657794248,6230.150398650512,0.5,-5.714523747137342e-12,"292.3063477,3.551292258,494.2652862,0.578694524","353.197233,4.21479788,366.12148,0.324316548",758.8571426739373,1297.0430096100856,1,2,1.0,1.0
0.0,11996.862077835609,0.5,0.0,"292.3063477,3.551292258,494.2652862,0.324316548","353.197233,4.21479788,583.2918017,0.578694524",undefined,1620.5264169176278,0,1,0.33115427715290885,1.0
5621.773657794248,2920.705485123021,0.5,0.0,"292.3063477,3.551292258,494.2652862,0.578694524","353.197233,4.21479788,583.2918017,0.324316548",758.8571426739373,558.4263182110674,1,1,1.0,1.0
2627.037900681645,5723.048830087061,0.5,-7.143154683921678e-13,"292.3063477,3.551292258,583.2918017,0.324316548","353.197233,4.21479788,366.12148,0.578694524",354.08286875632103,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"292.3063477,3.551292258,583.2918017,0.578694524","353.197233,4.21479788,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
0.0,11375.560931263264,0.5,0.0,"292.3063477,3.551292258,583.2918017,0.324316548","353.197233,4.21479788,494.2652862,0.578694524",undefined,1536.550152938172,0,1,0.33115427715290885,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"292.3063477,3.551292258,583.2918017,0.578694524","353.197233,4.21479788,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
2284.4969791199155,6255.685996323322,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,366.12148,0.324316548","353.197233,3.256149152,494.2652862,0.578694524",307.7843756478999,1197.414719782171,1,1,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"292.3063477,4.21479788,366.12148,0.578694524","353.197233,3.256149152,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
2284.4969791199155,0.0,0.5,0.0,"292.3063477,4.21479788,366.12148,0.324316548","353.197233,3.256149152,583.2918017,0.578694524",307.7843756478999,undefined,1,0,1.0,0.33115427715290885
0.0,5312.741224290847,0.5,0.0,"292.3063477,4.21479788,366.12148,0.578694524","353.197233,3.256149152,583.2918017,0.324316548",undefined,717.0877215852006,0,1,0.33115427715290885,1.0
2493.109944544914,5723.048830087061,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,494.2652862,0.324316548","353.197233,3.256149152,366.12148,0.578694524",335.98090731489384,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"292.3063477,4.21479788,494.2652862,0.578694524","353.197233,3.256149152,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2493.109944544914,6599.70578793365,0.5,0.0,"292.3063477,4.21479788,494.2652862,0.324316548","353.197233,3.256149152,583.2918017,0.578694524",335.98090731489384,1263.3295447748933,1,1,1.0,1.0
0.0,5312.741224290847,0.5,0.0,"292.3063477,4.21479788,494.2652862,0.578694524","353.197233,3.256149152,583.2918017,0.324316548",undefined,717.0877215852006,0,1,0.33115427715290885,1.0
2627.037900681645,5723.048830087061,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,583.2918017,0.324316548","353.197233,3.256149152,366.12148,0.578694524",354.08286875632103,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"292.3063477,4.21479788,583.2918017,0.578694524","353.197233,3.256149152,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2627.037900681645,6255.685996323322,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,583.2918017,0.324316548","353.197233,3.256149152,494.2652862,0.578694524",354.08286875632103,1197.414719782171,1,1,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"292.3063477,4.21479788,583.2918017,0.578694524","353.197233,3.256149152,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
2284.4969791199155,6255.685996323322,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,366.12148,0.324316548","353.197233,3.551292258,494.2652862,0.578694524",307.7843756478999,1197.414719782171,1,1,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"292.3063477,4.21479788,366.12148,0.578694524","353.197233,3.551292258,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
2284.4969791199155,0.0,0.5,0.0,"292.3063477,4.21479788,366.12148,0.324316548","353.197233,3.551292258,583.2918017,0.578694524",307.7843756478999,undefined,1,0,1.0,0.33115427715290885
0.0,5312.741224290847,0.5,0.0,"292.3063477,4.21479788,366.12148,0.578694524","353.197233,3.551292258,583.2918017,0.324316548",undefined,717.0877215852006,0,1,0.33115427715290885,1.0
2493.109944544914,5723.048830087061,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,494.2652862,0.324316548","353.197233,3.551292258,366.12148,0.578694524",335.98090731489384,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"292.3063477,4.21479788,494.2652862,0.578694524","353.197233,3.551292258,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2493.109944544914,6599.70578793365,0.5,0.0,"292.3063477,4.21479788,494.2652862,0.324316548","353.197233,3.551292258,583.2918017,0.578694524",335.98090731489384,1263.3295447748933,1,1,1.0,1.0
0.0,5312.741224290847,0.5,0.0,"292.3063477,4.21479788,494.2652862,0.578694524","353.197233,3.551292258,583.2918017,0.324316548",undefined,717.0877215852006,0,1,0.33115427715290885,1.0
2627.037900681645,5723.048830087061,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,583.2918017,0.324316548","353.197233,3.551292258,366.12148,0.578694524",354.08286875632103,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"292.3063477,4.21479788,583.2918017,0.578694524","353.197233,3.551292258,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2627.037900681645,6255.685996323322,0.5,-7.143154683921678e-13,"292.3063477,4.21479788,583.2918017,0.324316548","353.197233,3.551292258,494.2652862,0.578694524",354.08286875632103,1197.414719782171,1,1,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"292.3063477,4.21479788,583.2918017,0.578694524","353.197233,3.551292258,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
1257.9979934223788,17898.44788084601,0.5,0.0,"353.197233,3.256149152,366.12148,0.324316548","172.1567434,3.551292258,494.2652862,0.578694524",239.8485037878872,3039.9194469281792,1,2,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"353.197233,3.256149152,366.12148,0.578694524","172.1567434,3.551292258,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
1257.9979934223788,11996.862077835609,0.5,0.0,"353.197233,3.256149152,366.12148,0.324316548","172.1567434,3.551292258,583.2918017,0.578694524",239.8485037878872,1620.5264169176278,1,1,1.0,1.0
5149.518541353179,6431.005578553299,0.5,0.0,"353.197233,3.256149152,366.12148,0.578694524","172.1567434,3.551292258,583.2918017,0.324316548",695.0262282410665,1338.9438765055158,1,2,1.0,1.0
1372.8640783854448,18573.50096813251,0.5,0.0,"353.197233,3.256149152,494.2652862,0.324316548","172.1567434,3.551292258,366.12148,0.578694524",261.85705699495327,3154.6604285327107,1,2,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"353.197233,3.256149152,494.2652862,0.578694524","172.1567434,3.551292258,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2493.109944544914,6599.70578793365,0.5,0.0,"353.197233,3.256149152,494.2652862,0.324316548","172.1567434,3.551292258,583.2918017,0.578694524",335.98090731489384,1263.3295447748933,1,1,1.0,1.0
5621.773657794248,6431.005578553299,0.5,0.0,"353.197233,3.256149152,494.2652862,0.578694524","172.1567434,3.551292258,583.2918017,0.324316548",758.8571426739373,1338.9438765055158,1,2,1.0,1.0
1446.7033826220174,18573.50096813251,0.5,0.0,"353.197233,3.256149152,583.2918017,0.324316548","172.1567434,3.551292258,366.12148,0.578694524",276.004803534638,3154.6604285327107,1,2,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"353.197233,3.256149152,583.2918017,0.578694524","172.1567434,3.551292258,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
1446.7033826220174,17898.44788084601,0.5,0.0,"353.197233,3.256149152,583.2918017,0.324316548","172.1567434,3.551292258,494.2652862,0.578694524",276.004803534638,3039.9194469281792,1,2,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"353.197233,3.256149152,583.2918017,0.578694524","172.1567434,3.551292258,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
0.0,11375.560931263264,0.5,0.0,"353.197233,3.256149152,366.12148,0.324316548","172.1567434,4.21479788,494.2652862,0.578694524",undefined,1536.550152938172,0,1,0.33115427715290885,1.0
5149.518541353179,2769.463704828507,0.5,0.0,"353.197233,3.256149152,366.12148,0.578694524","172.1567434,4.21479788,494.2652862,0.324316548",695.0262282410665,529.4481148552773,1,1,1.0,1.0
1257.9979934223788,11996.862077835609,0.5,0.0,"353.197233,3.256149152,366.12148,0.324316548","172.1567434,4.21479788,583.2918017,0.578694524",239.8485037878872,1620.5264169176278,1,1,1.0,1.0
5149.518541353179,2920.705485123021,0.5,0.0,"353.197233,3.256149152,366.12148,0.578694524","172.1567434,4.21479788,583.2918017,0.324316548",695.0262282410665,558.4263182110674,1,1,1.0,1.0
2493.109944544914,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,3.256149152,494.2652862,0.324316548","172.1567434,4.21479788,366.12148,0.578694524",335.98090731489384,1095.3604587969471,1,1,1.0,1.0
5621.773657794248,6230.150398650512,0.5,-5.714523747137342e-12,"353.197233,3.256149152,494.2652862,0.578694524","172.1567434,4.21479788,366.12148,0.324316548",758.8571426739373,1297.0430096100856,1,2,1.0,1.0
0.0,11996.862077835609,0.5,0.0,"353.197233,3.256149152,494.2652862,0.324316548","172.1567434,4.21479788,583.2918017,0.578694524",undefined,1620.5264169176278,0,1,0.33115427715290885,1.0
5621.773657794248,2920.705485123021,0.5,0.0,"353.197233,3.256149152,494.2652862,0.578694524","172.1567434,4.21479788,583.2918017,0.324316548",758.8571426739373,558.4263182110674,1,1,1.0,1.0
2627.037900681645,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,3.256149152,583.2918017,0.324316548","172.1567434,4.21479788,366.12148,0.578694524",354.08286875632103,1095.3604587969471,1,1,1.0,1.0
5928.002102065343,6230.150398650512,0.5,-5.714523747137342e-12,"353.197233,3.256149152,583.2918017,0.578694524","172.1567434,4.21479788,366.12148,0.324316548",800.2475711577728,1297.0430096100856,1,2,1.0,1.0
0.0,11375.560931263264,0.5,0.0,"353.197233,3.256149152,583.2918017,0.324316548","172.1567434,4.21479788,494.2652862,0.578694524",undefined,1536.550152938172,0,1,0.33115427715290885,1.0
5928.002102065343,2769.463704828507,0.5,0.0,"353.197233,3.256149152,583.2918017,0.578694524","172.1567434,4.21479788,494.2652862,0.324316548",800.2475711577728,529.4481148552773,1,1,1.0,1.0
1257.9979934223788,17898.44764691718,0.5,-5.714523747137342e-12,"353.197233,3.551292258,366.12148,0.324316548","172.1567434,3.256149152,494.2652862,0.578694524",239.8485037878872,3039.9194090058236,1,2,1.0,1.0
5149.518541353179,6351.5893661088885,0.5,0.0,"353.197233,3.551292258,366.12148,0.578694524","172.1567434,3.256149152,494.2652862,0.324316548",695.0262282410665,1322.3766786384715,1,2,1.0,1.0
1257.9979934223788,17516.17521535258,0.5,0.0,"353.197233,3.551292258,366.12148,0.324316548","172.1567434,3.256149152,583.2918017,0.578694524",239.8485037878872,2974.9433830419835,1,2,1.0,1.0
5149.518541353179,6431.005609494907,0.5,0.0,"353.197233,3.551292258,366.12148,0.578694524","172.1567434,3.256149152,583.2918017,0.324316548",695.0262282410665,1338.943882833152,1,2,1.0,1.0
2493.109944544914,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,3.551292258,494.2652862,0.324316548","172.1567434,3.256149152,366.12148,0.578694524",335.98090731489384,1095.3604587969471,1,1,1.0,1.0
0.0,8626.970225416326,0.5,0.0,"353.197233,3.551292258,494.2652862,0.578694524","172.1567434,3.256149152,366.12148,0.324316548",undefined,1365.2736115444086,0,2,0.33115427715290885,1.0
2493.109944544914,6599.70578793365,0.5,0.0,"353.197233,3.551292258,494.2652862,0.324316548","172.1567434,3.256149152,583.2918017,0.578694524",335.98090731489384,1263.3295447748933,1,1,1.0,1.0
5621.773657794248,6431.005609494907,0.5,0.0,"353.197233,3.551292258,494.2652862,0.578694524","172.1567434,3.256149152,583.2918017,0.324316548",758.8571426739373,1338.943882833152,1,2,1.0,1.0
2627.037900681645,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,3.551292258,583.2918017,0.324316548","172.1567434,3.256149152,366.12148,0.578694524",354.08286875632103,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"353.197233,3.551292258,583.2918017,0.578694524","172.1567434,3.256149152,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2627.037900681645,6255.685996323322,0.5,-7.143154683921678e-13,"353.197233,3.551292258,583.2918017,0.324316548","172.1567434,3.256149152,494.2652862,0.578694524",354.08286875632103,1197.414719782171,1,1,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"353.197233,3.551292258,583.2918017,0.578694524","172.1567434,3.256149152,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
0.0,11375.560931263264,0.5,0.0,"353.197233,3.551292258,366.12148,0.324316548","172.1567434,4.21479788,494.2652862,0.578694524",undefined,1536.550152938172,0,1,0.33115427715290885,1.0
5149.518541353179,2769.463704828507,0.5,0.0,"353.197233,3.551292258,366.12148,0.578694524","172.1567434,4.21479788,494.2652862,0.324316548",695.0262282410665,529.4481148552773,1,1,1.0,1.0
1257.9979934223788,11996.862077835609,0.5,0.0,"353.197233,3.551292258,366.12148,0.324316548","172.1567434,4.21479788,583.2918017,0.578694524",239.8485037878872,1620.5264169176278,1,1,1.0,1.0
5149.518541353179,2920.705485123021,0.5,0.0,"353.197233,3.551292258,366.12148,0.578694524","172.1567434,4.21479788,583.2918017,0.324316548",695.0262282410665,558.4263182110674,1,1,1.0,1.0
2493.109944544914,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,3.551292258,494.2652862,0.324316548","172.1567434,4.21479788,366.12148,0.578694524",335.98090731489384,1095.3604587969471,1,1,1.0,1.0
5621.773657794248,6230.150398650512,0.5,-5.714523747137342e-12,"353.197233,3.551292258,494.2652862,0.578694524","172.1567434,4.21479788,366.12148,0.324316548",758.8571426739373,1297.0430096100856,1,2,1.0,1.0
0.0,11996.862077835609,0.5,0.0,"353.197233,3.551292258,494.2652862,0.324316548","172.1567434,4.21479788,583.2918017,0.578694524",undefined,1620.5264169176278,0,1,0.33115427715290885,1.0
5621.773657794248,2920.705485123021,0.5,0.0,"353.197233,3.551292258,494.2652862,0.578694524","172.1567434,4.21479788,583.2918017,0.324316548",758.8571426739373,558.4263182110674,1,1,1.0,1.0
2627.037900681645,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,3.551292258,583.2918017,0.324316548","172.1567434,4.21479788,366.12148,0.578694524",354.08286875632103,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"353.197233,3.551292258,583.2918017,0.578694524","172.1567434,4.21479788,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
0.0,11375.560931263264,0.5,0.0,"353.197233,3.551292258,583.2918017,0.324316548","172.1567434,4.21479788,494.2652862,0.578694524",undefined,1536.550152938172,0,1,0.33115427715290885,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"353.197233,3.551292258,583.2918017,0.578694524","172.1567434,4.21479788,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
2284.4969791199155,6255.685996323322,0.5,-7.143154683921678e-13,"353.197233,4.21479788,366.12148,0.324316548","172.1567434,3.256149152,494.2652862,0.578694524",307.7843756478999,1197.414719782171,1,1,1.0,1.0
0.0,5038.691089665041,0.5,-1.4286309367843356e-12,"353.197233,4.21479788,366.12148,0.578694524","172.1567434,3.256149152,494.2652862,0.324316548",undefined,680.0465756354363,0,1,0.33115427715290885,1.0
2284.4969791199155,0.0,0.5,0.0,"353.197233,4.21479788,366.12148,0.324316548","172.1567434,3.256149152,583.2918017,0.578694524",307.7843756478999,undefined,1,0,1.0,0.33115427715290885
0.0,5312.741224290847,0.5,0.0,"353.197233,4.21479788,366.12148,0.578694524","172.1567434,3.256149152,583.2918017,0.324316548",undefined,717.0877215852006,0,1,0.33115427715290885,1.0
2493.109944544914,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,4.21479788,494.2652862,0.324316548","172.1567434,3.256149152,366.12148,0.578694524",335.98090731489384,1095.3604587969471,1,1,1.0,1.0
0.0,4613.4473871859,0.5,0.0,"353.197233,4.21479788,494.2652862,0.578694524","172.1567434,3.256149152,366.12148,0.324316548",undefined,622.569814789267,0,1,0.33115427715290885,1.0
2493.109944544914,6599.70578793365,0.5,0.0,"353.197233,4.21479788,494.2652862,0.324316548","172.1567434,3.256149152,583.2918017,0.578694524",335.98090731489384,1263.3295447748933,1,1,1.0,1.0
0.0,5312.741224290847,0.5,0.0,"353.197233,4.21479788,494.2652862,0.578694524","172.1567434,3.256149152,583.2918017,0.324316548",undefined,717.0877215852006,0,1,0.33115427715290885,1.0
2627.037900681645,5723.048830087061,0.5,-7.143154683921678e-13,"353.197233,4.21479788,583.2918017,0.324316548","172.1567434,3.256149152,366.12148,0.578694524",354.08286875632103,1095.3604587969471,1,1,1.0,1.0
